"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"535",535,"tympole",535,0.05,0.45,59,"água",NA,50,50,40,50,40,64,"#6890F0",NA,NA,"water1",NA,"//archives.bulbagarden.net/media/upload/1/1e/535MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/535.png",5
"536",536,"palpitoad",536,0.08,1.7,134,"água","terrestre",75,65,55,65,55,69,"#6890F0","#E0C068","#859BCF","water1",NA,"//archives.bulbagarden.net/media/upload/f/f0/536MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/536.png",5
"537",537,"seismitoad",537,0.15,6.2,229,"água","terrestre",105,95,75,85,75,74,"#6890F0","#E0C068","#859BCF","water1",NA,"//archives.bulbagarden.net/media/upload/d/dc/537MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/537.png",5
"538",538,"throh",538,0.13,5.55,163,"lutador",NA,120,100,85,30,85,45,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/8/8a/538MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/538.png",5
"539",539,"sawk",539,0.14,5.1,163,"lutador",NA,75,125,75,30,75,85,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/0/03/539MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/539.png",5
"540",540,"sewaddle",540,0.03,0.25,62,"inseto","grama",45,53,70,40,60,42,"#A8B820","#78C850","#9CBB2B","bug",NA,"//archives.bulbagarden.net/media/upload/e/e2/540MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/540.png",5
"541",541,"swadloon",541,0.05,0.73,133,"inseto","grama",55,63,90,50,80,42,"#A8B820","#78C850","#9CBB2B","bug",NA,"//archives.bulbagarden.net/media/upload/e/e1/541MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/541.png",5
"542",542,"leavanny",542,0.12,2.05,225,"inseto","grama",75,103,80,70,80,92,"#A8B820","#78C850","#9CBB2B","bug",NA,"//archives.bulbagarden.net/media/upload/a/a6/542MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/542.png",5
"543",543,"venipede",543,0.04,0.53,52,"inseto","venenoso",30,45,59,30,39,57,"#A8B820","#A040A0","#A69A3F","bug",NA,"//archives.bulbagarden.net/media/upload/2/20/543MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/543.png",5
"544",544,"whirlipede",544,0.12,5.85,126,"inseto","venenoso",40,55,99,40,79,47,"#A8B820","#A040A0","#A69A3F","bug",NA,"//archives.bulbagarden.net/media/upload/0/01/544MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/544.png",5
"545",545,"scolipede",545,0.25,20.05,218,"inseto","venenoso",60,100,89,55,69,112,"#A8B820","#A040A0","#A69A3F","bug",NA,"//archives.bulbagarden.net/media/upload/6/68/545MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/545.png",5
"546",546,"cottonee",546,0.03,0.06,56,"grama","fada",40,27,60,37,50,66,"#78C850","#EE99AC","#94BC66","fairy","plant","//archives.bulbagarden.net/media/upload/8/87/546MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/546.png",5
"547",547,"whimsicott",547,0.07,0.66,168,"grama","fada",60,67,85,77,75,116,"#78C850","#EE99AC","#94BC66","fairy","plant","//archives.bulbagarden.net/media/upload/e/ed/547MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/547.png",5
"548",548,"petilil",548,0.05,0.66,56,"grama",NA,45,35,50,70,50,30,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/c/cb/548MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/548.png",5
"549",549,"lilligant",549,0.11,1.63,168,"grama",NA,70,60,75,110,75,90,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/5/59/549MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/549.png",5
"550",550,"basculin-red-striped",550,0.1,1.8,161,"água",NA,70,92,65,80,55,98,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/2/20/550MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/550.png",5
"551",551,"sandile",551,0.07,1.52,58,"terrestre","sombrio",50,72,35,35,35,65,"#E0C068","#705848","#C4A660","ground",NA,"//archives.bulbagarden.net/media/upload/2/21/551MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/551.png",5
"552",552,"krokorok",552,0.1,3.34,123,"terrestre","sombrio",60,82,45,45,45,74,"#E0C068","#705848","#C4A660","ground",NA,"//archives.bulbagarden.net/media/upload/9/9c/552MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/552.png",5
"553",553,"krookodile",553,0.15,9.63,234,"terrestre","sombrio",95,117,80,65,70,92,"#E0C068","#705848","#C4A660","ground",NA,"//archives.bulbagarden.net/media/upload/f/fb/553MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/553.png",5
"554",554,"darumaka",554,0.06,3.75,63,"fogo",NA,70,90,45,15,45,50,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/c/c7/554MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/554.png",5
"555",555,"darmanitan-standard",555,0.13,9.29,168,"fogo",NA,105,140,55,30,55,95,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/f/f3/555MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/555.png",5
"556",556,"maractus",556,0.1,2.8,161,"grama",NA,75,86,67,106,67,60,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/2/22/556MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/556.png",5
"557",557,"dwebble",557,0.03,1.45,65,"inseto","pedra",50,65,85,35,35,55,"#A8B820","#B8A038","#ABB225","bug","mineral","//archives.bulbagarden.net/media/upload/b/b3/557MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/557.png",5
"558",558,"crustle",558,0.14,20,170,"inseto","pedra",70,105,125,65,75,45,"#A8B820","#B8A038","#ABB225","bug","mineral","//archives.bulbagarden.net/media/upload/4/4b/558MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/558.png",5
"559",559,"scraggy",559,0.06,1.18,70,"sombrio","lutador",50,75,70,35,70,48,"#705848","#C03028","#834E40","ground","dragon","//archives.bulbagarden.net/media/upload/2/2f/559MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/559.png",5
"560",560,"scrafty",560,0.11,3,171,"sombrio","lutador",65,90,115,45,115,58,"#705848","#C03028","#834E40","ground","dragon","//archives.bulbagarden.net/media/upload/e/ea/560MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/560.png",5
"561",561,"sigilyph",561,0.14,1.4,172,"psíquico","voador",72,58,80,103,80,97,"#F85888","#A890F0","#E465A1","flying",NA,"//archives.bulbagarden.net/media/upload/1/1c/561MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/561.png",5
"562",562,"yamask",562,0.05,0.15,61,"fantasma",NA,38,30,85,55,65,30,"#705898",NA,NA,"mineral","indeterminate","//archives.bulbagarden.net/media/upload/b/b1/562MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/562.png",5
"563",563,"cofagrigus",563,0.17,7.65,169,"fantasma",NA,58,50,145,95,105,30,"#705898",NA,NA,"mineral","indeterminate","//archives.bulbagarden.net/media/upload/1/1b/563MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/563.png",5
"564",564,"tirtouga",564,0.07,1.65,71,"água","pedra",54,78,103,53,45,22,"#6890F0","#B8A038","#7B93C3","water1","water3","//archives.bulbagarden.net/media/upload/d/de/564MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/564.png",5
"565",565,"carracosta",565,0.12,8.1,173,"água","pedra",74,108,133,83,65,32,"#6890F0","#B8A038","#7B93C3","water1","water3","//archives.bulbagarden.net/media/upload/1/14/565MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/565.png",5
"566",566,"archen",566,0.05,0.95,71,"pedra","voador",55,112,45,74,45,70,"#B8A038","#A890F0","#B49C64","flying","water3","//archives.bulbagarden.net/media/upload/3/3b/566MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/566.png",5
"567",567,"archeops",567,0.14,3.2,177,"pedra","voador",75,140,65,112,65,110,"#B8A038","#A890F0","#B49C64","flying","water3","//archives.bulbagarden.net/media/upload/f/fb/567MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/567.png",5
"568",568,"trubbish",568,0.06,3.1,66,"venenoso",NA,50,50,62,40,62,65,"#A040A0",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/2c/568MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/568.png",5
"569",569,"garbodor",569,0.19,10.73,166,"venenoso",NA,80,95,82,60,82,75,"#A040A0",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/2e/569MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/569.png",5
"570",570,"zorua",570,0.07,1.25,66,"sombrio",NA,40,65,40,80,40,65,"#705848",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/6e/570MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/570.png",5
"571",571,"zoroark",571,0.16,8.11,179,"sombrio",NA,60,105,60,120,60,105,"#705848",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/5/53/571MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/571.png",5
"572",572,"minccino",572,0.04,0.58,60,"normal",NA,55,50,40,40,40,75,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/4/4a/572MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/572.png",5
"573",573,"cinccino",573,0.05,0.75,165,"normal",NA,75,95,60,65,60,115,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/d/db/573MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/573.png",5
"574",574,"gothita",574,0.04,0.58,58,"psíquico",NA,45,30,50,55,65,45,"#F85888",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/7/78/574MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/574.png",5
"575",575,"gothorita",575,0.07,1.8,137,"psíquico",NA,60,45,70,75,85,55,"#F85888",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/9/9a/575MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/575.png",5
"576",576,"gothitelle",576,0.15,4.4,221,"psíquico",NA,70,55,95,95,110,65,"#F85888",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/a/a5/576MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/576.png",5
"577",577,"solosis",577,0.03,0.1,58,"psíquico",NA,45,30,40,105,50,20,"#F85888",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/f/f7/577MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/577.png",5
"578",578,"duosion",578,0.06,0.8,130,"psíquico",NA,65,40,50,125,60,30,"#F85888",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/9/9b/578MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/578.png",5
"579",579,"reuniclus",579,0.1,2.01,221,"psíquico",NA,110,65,75,125,85,30,"#F85888",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/8/89/579MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/579.png",5
"580",580,"ducklett",580,0.05,0.55,61,"água","voador",62,44,50,44,50,55,"#6890F0","#A890F0","#7790F0","water1","flying","//archives.bulbagarden.net/media/upload/6/6b/580MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/580.png",5
"581",581,"swanna",581,0.13,2.42,166,"água","voador",75,87,63,87,63,98,"#6890F0","#A890F0","#7790F0","water1","flying","//archives.bulbagarden.net/media/upload/8/82/581MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/581.png",5
"582",582,"vanillite",582,0.04,0.57,61,"gelo",NA,36,50,50,65,60,44,"#98D8D8",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/e/ef/582MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/582.png",5
"583",583,"vanillish",583,0.11,4.1,138,"gelo",NA,51,65,65,80,75,59,"#98D8D8",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/2e/583MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/583.png",5
"584",584,"vanilluxe",584,0.13,5.75,241,"gelo",NA,71,95,85,110,95,79,"#98D8D8",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/a/ad/584MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/584.png",5
"585",585,"deerling",585,0.06,1.95,67,"normal","grama",60,60,50,40,50,75,"#A8A878","#78C850","#9CAF6E","ground",NA,"//archives.bulbagarden.net/media/upload/5/59/585MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/585.png",5
"586",586,"sawsbuck",586,0.19,9.25,166,"normal","grama",80,100,70,60,70,95,"#A8A878","#78C850","#9CAF6E","ground",NA,"//archives.bulbagarden.net/media/upload/a/a8/586MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/586.png",5
"587",587,"emolga",587,0.04,0.5,150,"elétrico","voador",55,75,60,75,60,103,"#F8D030","#A890F0","#E4C05E","ground",NA,"//archives.bulbagarden.net/media/upload/7/75/587MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/587.png",5
"588",588,"karrablast",588,0.05,0.59,63,"inseto",NA,50,75,45,40,45,60,"#A8B820",NA,NA,"bug",NA,"//archives.bulbagarden.net/media/upload/d/df/588MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/588.png",5
"589",589,"escavalier",589,0.1,3.3,173,"inseto","aço",70,135,105,60,105,20,"#A8B820","#B8B8D0","#ABB84A","bug",NA,"//archives.bulbagarden.net/media/upload/6/6f/589MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/589.png",5
"590",590,"foongus",590,0.02,0.1,59,"grama","venenoso",69,55,45,55,55,15,"#78C850","#A040A0","#81A763","plant",NA,"//archives.bulbagarden.net/media/upload/d/d9/590MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/590.png",5
"591",591,"amoonguss",591,0.06,1.05,162,"grama","venenoso",114,85,70,85,80,30,"#78C850","#A040A0","#81A763","plant",NA,"//archives.bulbagarden.net/media/upload/e/e7/591MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/591.png",5
"592",592,"frillish",592,0.12,3.3,67,"água","fantasma",55,40,50,65,85,40,"#6890F0","#705898","#6982DA","indeterminate",NA,"//archives.bulbagarden.net/media/upload/5/57/592MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/592.png",5
"593",593,"jellicent",593,0.22,13.5,168,"água","fantasma",100,60,70,85,105,60,"#6890F0","#705898","#6982DA","indeterminate",NA,"//archives.bulbagarden.net/media/upload/c/c4/593MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/593.png",5
"594",594,"alomomola",594,0.12,3.16,165,"água",NA,165,75,80,40,45,65,"#6890F0",NA,NA,"water1","water2","//archives.bulbagarden.net/media/upload/f/fd/594MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/594.png",5
"595",595,"joltik",595,0.01,0.06,64,"inseto","elétrico",50,47,50,57,50,65,"#A8B820","#F8D030","#BBBD23","bug",NA,"//archives.bulbagarden.net/media/upload/c/c3/595MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/595.png",5
"596",596,"galvantula",596,0.08,1.43,165,"inseto","elétrico",70,77,60,97,60,108,"#A8B820","#F8D030","#BBBD23","bug",NA,"//archives.bulbagarden.net/media/upload/b/b1/596MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/596.png",5
"597",597,"ferroseed",597,0.06,1.88,61,"grama","aço",44,50,91,24,86,10,"#78C850","#B8B8D0","#87C46F","plant","mineral","//archives.bulbagarden.net/media/upload/b/b2/597MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/597.png",5
"598",598,"ferrothorn",598,0.1,11,171,"grama","aço",74,94,131,54,116,20,"#78C850","#B8B8D0","#87C46F","plant","mineral","//archives.bulbagarden.net/media/upload/d/d4/598MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/598.png",5
"599",599,"klink",599,0.03,2.1,60,"aço",NA,40,55,70,45,60,30,"#B8B8D0",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/b/b3/599MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/599.png",5
"600",600,"klang",600,0.06,5.1,154,"aço",NA,60,80,95,70,85,50,"#B8B8D0",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/3/3e/600MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/600.png",5
"601",601,"klinklang",601,0.06,8.1,234,"aço",NA,60,100,115,70,85,90,"#B8B8D0",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/26/601MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/601.png",5
"602",602,"tynamo",602,0.02,0.03,55,"elétrico",NA,35,55,40,45,40,60,"#F8D030",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/0/0d/602MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/602.png",5
"603",603,"eelektrik",603,0.12,2.2,142,"elétrico",NA,65,85,70,75,70,40,"#F8D030",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/9/97/603MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/603.png",5
"604",604,"eelektross",604,0.21,8.05,232,"elétrico",NA,85,115,80,105,80,50,"#F8D030",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/8/8c/604MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/604.png",5
"605",605,"elgyem",605,0.05,0.9,67,"psíquico",NA,55,55,55,85,55,30,"#F85888",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/e/ed/605MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/605.png",5
"606",606,"beheeyem",606,0.1,3.45,170,"psíquico",NA,75,75,75,125,95,40,"#F85888",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/c/c7/606MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/606.png",5
"607",607,"litwick",607,0.03,0.31,55,"fantasma","fogo",50,30,55,65,55,20,"#705898","#F08030","#8F617E","indeterminate",NA,"//archives.bulbagarden.net/media/upload/a/a0/607MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/607.png",5
"608",608,"lampent",608,0.06,1.3,130,"fantasma","fogo",60,40,60,95,60,55,"#705898","#F08030","#8F617E","indeterminate",NA,"//archives.bulbagarden.net/media/upload/1/13/608MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/608.png",5
"609",609,"chandelure",609,0.1,3.43,234,"fantasma","fogo",60,55,90,145,90,80,"#705898","#F08030","#8F617E","indeterminate",NA,"//archives.bulbagarden.net/media/upload/f/fa/609MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/609.png",5
